C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
B020,R263,00-05-00,AVENUE H,BQ,BMT,02/03/2020,11:00:00,REGULAR,0000161386,0000048304                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,02/03/2020,15:00:00,REGULAR,0000161481,0000048365                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,02/03/2020,19:00:00,REGULAR,0000161598,0000048520                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,02/03/2020,23:00:00,REGULAR,0000161638,0000048595                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,02/04/2020,03:00:00,REGULAR,0000161639,0000048603                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,02/04/2020,07:00:00,REGULAR,0000161656,0000048612                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,02/04/2020,11:00:00,REGULAR,0000161758,0000048732                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,02/04/2020,15:00:00,REGULAR,0000161858,0000048813                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,02/04/2020,19:00:00,REGULAR,0000161966,0000048987                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,02/04/2020,23:00:00,REGULAR,0000162008,0000049070                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,02/05/2020,03:00:00,REGULAR,0000162009,0000049085                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,02/05/2020,07:00:00,REGULAR,0000162018,0000049096                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,02/05/2020,11:00:00,REGULAR,0000162105,0000049225                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,02/05/2020,15:00:00,REGULAR,0000162198,0000049295                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,02/05/2020,19:00:00,REGULAR,0000162325,0000049441                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,02/05/2020,23:00:00,REGULAR,0000162370,0000049532                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,02/06/2020,03:00:00,REGULAR,0000162371,0000049539                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,02/06/2020,07:00:00,REGULAR,0000162388,0000049552                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,02/06/2020,11:00:00,REGULAR,0000162490,0000049660                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,02/06/2020,15:00:00,REGULAR,0000162579,0000049726                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,02/06/2020,19:00:00,REGULAR,0000162694,0000049889                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,02/06/2020,23:00:00,REGULAR,0000162720,0000049973                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,02/07/2020,03:00:00,REGULAR,0000162722,0000049984                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,02/07/2020,07:00:00,REGULAR,0000162734,0000049993                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,02/07/2020,11:00:00,REGULAR,0000162835,0000050084                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,02/07/2020,15:00:00,REGULAR,0000162906,0000050180                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,02/07/2020,19:00:00,REGULAR,0000162965,0000050293                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,02/07/2020,23:00:00,REGULAR,0000162983,0000050357                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/01/2020,03:00:00,REGULAR,0000128936,0000125020                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/01/2020,07:00:00,REGULAR,0000128946,0000125022                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/01/2020,11:00:00,REGULAR,0000128975,0000125047                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/01/2020,15:00:00,REGULAR,0000129029,0000125080                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/01/2020,19:00:00,REGULAR,0000129055,0000125126                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/01/2020,23:00:00,REGULAR,0000129071,0000125167                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/02/2020,03:00:00,REGULAR,0000129073,0000125180                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/02/2020,07:00:00,REGULAR,0000129081,0000125182                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/02/2020,11:00:00,REGULAR,0000129109,0000125192                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/02/2020,15:00:00,REGULAR,0000129143,0000125210                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/02/2020,19:00:00,REGULAR,0000129165,0000125266                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/02/2020,23:00:00,REGULAR,0000129175,0000125309                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/03/2020,03:00:00,REGULAR,0000129177,0000125317                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/03/2020,07:00:00,REGULAR,0000129203,0000125324                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/03/2020,11:00:00,REGULAR,0000129335,0000125440                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/03/2020,15:00:00,REGULAR,0000129395,0000125512                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/03/2020,19:00:00,REGULAR,0000129474,0000125646                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/03/2020,23:00:00,REGULAR,0000129497,0000125721                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/04/2020,03:00:00,REGULAR,0000129497,0000125725                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/04/2020,07:00:00,REGULAR,0000129516,0000125730                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/04/2020,11:00:00,REGULAR,0000129653,0000125886                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/04/2020,15:00:00,REGULAR,0000129717,0000125959                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/04/2020,19:00:00,REGULAR,0000129804,0000126089                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/04/2020,23:00:00,REGULAR,0000129829,0000126165                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/05/2020,03:00:00,REGULAR,0000129830,0000126170                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/05/2020,07:00:00,REGULAR,0000129852,0000126174                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/05/2020,11:00:00,REGULAR,0000130010,0000126266                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/05/2020,15:00:00,REGULAR,0000130071,0000126324                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/05/2020,19:00:00,REGULAR,0000130142,0000126459                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/05/2020,23:00:00,REGULAR,0000130160,0000126525                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/06/2020,03:00:00,REGULAR,0000130162,0000126536                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/06/2020,07:00:00,REGULAR,0000130180,0000126544                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/06/2020,11:00:00,REGULAR,0000130325,0000126657                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/06/2020,15:00:00,REGULAR,0000130387,0000126724                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/06/2020,19:00:00,REGULAR,0000130462,0000126845                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/06/2020,23:00:00,REGULAR,0000130484,0000126913                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/07/2020,03:00:00,REGULAR,0000130484,0000126920                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/07/2020,07:00:00,REGULAR,0000130502,0000126923                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/07/2020,11:00:00,REGULAR,0000130632,0000126987                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/07/2020,15:00:00,REGULAR,0000130678,0000127029                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/07/2020,19:00:00,REGULAR,0000130727,0000127114                                              
B020,R263,00-05-01,AVENUE H,BQ,BMT,02/07/2020,23:00:00,REGULAR,0000130747,0000127174                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/01/2020,03:00:00,REGULAR,0000496498,0000636656                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/01/2020,07:00:00,REGULAR,0000496509,0000636668                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/01/2020,11:00:00,REGULAR,0000496600,0000636722                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/01/2020,15:00:00,REGULAR,0000496692,0000636795                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/01/2020,19:00:00,REGULAR,0000496751,0000636922                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/01/2020,23:00:00,REGULAR,0000496772,0000637029                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/02/2020,03:00:00,REGULAR,0000496780,0000637080                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/02/2020,07:00:00,REGULAR,0000496791,0000637091                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/02/2020,11:00:00,REGULAR,0000496848,0000637118                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/02/2020,15:00:00,REGULAR,0000496918,0000637179                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/02/2020,19:00:00,REGULAR,0000496966,0000637291                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/02/2020,23:00:00,REGULAR,0000496985,0000637357                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/03/2020,03:00:00,REGULAR,0000496989,0000637401                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/03/2020,07:00:00,REGULAR,0000497039,0000637414                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/03/2020,11:00:00,REGULAR,0000497279,0000637668                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/03/2020,15:00:00,REGULAR,0000497363,0000637813                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/03/2020,19:00:00,REGULAR,0000497477,0000638137                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/03/2020,23:00:00,REGULAR,0000497517,0000638309                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/04/2020,03:00:00,REGULAR,0000497520,0000638343                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/04/2020,07:00:00,REGULAR,0000497572,0000638360                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/04/2020,11:00:00,REGULAR,0000497855,0000638585                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/04/2020,15:00:00,REGULAR,0000497947,0000638739                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/04/2020,19:00:00,REGULAR,0000498087,0000639023                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/04/2020,23:00:00,REGULAR,0000498122,0000639189                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/05/2020,03:00:00,REGULAR,0000498128,0000639212                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/05/2020,07:00:00,REGULAR,0000498181,0000639225                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/05/2020,11:00:00,REGULAR,0000498439,0000639474                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/05/2020,15:00:00,REGULAR,0000498546,0000639629                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/05/2020,19:00:00,REGULAR,0000498673,0000639929                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/05/2020,23:00:00,REGULAR,0000498704,0000640128                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/06/2020,03:00:00,REGULAR,0000498707,0000640158                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/06/2020,07:00:00,REGULAR,0000498758,0000640175                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/06/2020,11:00:00,REGULAR,0000499031,0000640425                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/06/2020,15:00:00,REGULAR,0000499130,0000640573                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/06/2020,19:00:00,REGULAR,0000499239,0000640858                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/06/2020,23:00:00,REGULAR,0000499265,0000641059                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/07/2020,03:00:00,REGULAR,0000499268,0000641089                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/07/2020,07:00:00,REGULAR,0000499319,0000641105                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/07/2020,11:00:00,REGULAR,0000499573,0000641247                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/07/2020,15:00:00,REGULAR,0000499689,0000641351                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/07/2020,19:00:00,REGULAR,0000499777,0000641552                                              
B020,R263,00-05-02,AVENUE H,BQ,BMT,02/07/2020,23:00:00,REGULAR,0000499808,0000641706                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/01/2020,03:00:00,REGULAR,0000029397,0000226157                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/01/2020,07:00:00,REGULAR,0000029397,0000226157                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/01/2020,11:00:00,REGULAR,0000029398,0000226161                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/01/2020,15:00:00,REGULAR,0000029402,0000226173                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/01/2020,19:00:00,REGULAR,0000029402,0000226185                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/01/2020,23:00:00,REGULAR,0000029402,0000226193                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/02/2020,03:00:00,REGULAR,0000029403,0000226195                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/02/2020,07:00:00,REGULAR,0000029405,0000226195                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/02/2020,11:00:00,REGULAR,0000029405,0000226195                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/02/2020,15:00:00,REGULAR,0000029405,0000226197                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/02/2020,19:00:00,REGULAR,0000029406,0000226218                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/02/2020,23:00:00,REGULAR,0000029406,0000226225                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/03/2020,03:00:00,REGULAR,0000029406,0000226226                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/03/2020,07:00:00,REGULAR,0000029406,0000226227                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/03/2020,11:00:00,REGULAR,0000029408,0000226252                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/03/2020,15:00:00,REGULAR,0000029411,0000226258                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/03/2020,19:00:00,REGULAR,0000029414,0000226304                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/03/2020,23:00:00,REGULAR,0000029414,0000226330                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/04/2020,03:00:00,REGULAR,0000029414,0000226331                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/04/2020,07:00:00,REGULAR,0000029414,0000226333                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/04/2020,11:00:00,REGULAR,0000029415,0000226346                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/04/2020,15:00:00,REGULAR,0000029415,0000226349                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/04/2020,19:00:00,REGULAR,0000029415,0000226384                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/04/2020,23:00:00,REGULAR,0000029415,0000226400                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/05/2020,03:00:00,REGULAR,0000029415,0000226401                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/05/2020,07:00:00,REGULAR,0000029415,0000226402                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/05/2020,11:00:00,REGULAR,0000029417,0000226426                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/05/2020,15:00:00,REGULAR,0000029417,0000226433                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/05/2020,19:00:00,REGULAR,0000029417,0000226467                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/05/2020,23:00:00,REGULAR,0000029418,0000226493                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/06/2020,03:00:00,REGULAR,0000029418,0000226495                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/06/2020,07:00:00,REGULAR,0000029418,0000226495                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/06/2020,11:00:00,REGULAR,0000029419,0000226509                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/06/2020,15:00:00,REGULAR,0000029420,0000226516                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/06/2020,19:00:00,REGULAR,0000029420,0000226551                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/06/2020,23:00:00,REGULAR,0000029420,0000226570                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/07/2020,03:00:00,REGULAR,0000029420,0000226573                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/07/2020,07:00:00,REGULAR,0000029420,0000226573                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/07/2020,11:00:00,REGULAR,0000029422,0000226582                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/07/2020,15:00:00,REGULAR,0000029424,0000226588                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/07/2020,19:00:00,REGULAR,0000029424,0000226622                                              
B020,R263,00-06-00,AVENUE H,BQ,BMT,02/07/2020,23:00:00,REGULAR,0000029424,0000226638                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/01/2020,03:00:00,REGULAR,0000037975,0000118121                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/01/2020,07:00:00,REGULAR,0000037975,0000118122                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/01/2020,11:00:00,REGULAR,0000037976,0000118125                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/01/2020,15:00:00,REGULAR,0000037976,0000118128                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/01/2020,19:00:00,REGULAR,0000037979,0000118136                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/01/2020,23:00:00,REGULAR,0000037979,0000118143                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/02/2020,03:00:00,REGULAR,0000037979,0000118145                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/02/2020,07:00:00,REGULAR,0000037979,0000118145                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/02/2020,11:00:00,REGULAR,0000037981,0000118145                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/02/2020,15:00:00,REGULAR,0000037983,0000118149                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/02/2020,19:00:00,REGULAR,0000037984,0000118161                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/02/2020,23:00:00,REGULAR,0000037984,0000118177                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/03/2020,03:00:00,REGULAR,0000037985,0000118178                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/03/2020,07:00:00,REGULAR,0000037985,0000118180                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/03/2020,11:00:00,REGULAR,0000037992,0000118187                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/03/2020,15:00:00,REGULAR,0000037996,0000118193                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/03/2020,19:00:00,REGULAR,0000038005,0000118224                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/03/2020,23:00:00,REGULAR,0000038009,0000118236                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/04/2020,03:00:00,REGULAR,0000038009,0000118238                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/04/2020,07:00:00,REGULAR,0000038010,0000118238                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/04/2020,11:00:00,REGULAR,0000038019,0000118249                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/04/2020,15:00:00,REGULAR,0000038027,0000118256                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/04/2020,19:00:00,REGULAR,0000038031,0000118284                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/04/2020,23:00:00,REGULAR,0000038032,0000118299                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/05/2020,03:00:00,REGULAR,0000038032,0000118299                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/05/2020,07:00:00,REGULAR,0000038033,0000118302                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/05/2020,11:00:00,REGULAR,0000038042,0000118317                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/05/2020,15:00:00,REGULAR,0000038044,0000118324                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/05/2020,19:00:00,REGULAR,0000038049,0000118351                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/05/2020,23:00:00,REGULAR,0000038051,0000118367                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/06/2020,03:00:00,REGULAR,0000038051,0000118369                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/06/2020,07:00:00,REGULAR,0000038051,0000118371                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/06/2020,11:00:00,REGULAR,0000038056,0000118376                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/06/2020,15:00:00,REGULAR,0000038059,0000118383                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/06/2020,19:00:00,REGULAR,0000038063,0000118404                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/06/2020,23:00:00,REGULAR,0000038063,0000118416                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/07/2020,03:00:00,REGULAR,0000038063,0000118418                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/07/2020,07:00:00,REGULAR,0000038063,0000118422                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/07/2020,11:00:00,REGULAR,0000038072,0000118429                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/07/2020,15:00:00,REGULAR,0000038076,0000118434                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/07/2020,19:00:00,REGULAR,0000038078,0000118457                                              
B020,R263,00-06-01,AVENUE H,BQ,BMT,02/07/2020,23:00:00,REGULAR,0000038078,0000118475                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/01/2020,03:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/01/2020,07:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/01/2020,11:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/01/2020,15:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/01/2020,19:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/01/2020,23:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/02/2020,03:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/02/2020,07:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/02/2020,11:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/02/2020,15:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/02/2020,19:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/02/2020,23:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/03/2020,03:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/03/2020,07:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/03/2020,11:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/03/2020,15:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/03/2020,19:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/03/2020,23:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/04/2020,03:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/04/2020,07:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/04/2020,11:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/04/2020,15:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/04/2020,19:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/04/2020,23:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/05/2020,03:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/05/2020,07:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/05/2020,11:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/05/2020,15:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/05/2020,19:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/05/2020,23:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/06/2020,03:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/06/2020,07:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/06/2020,11:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/06/2020,15:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/06/2020,19:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/06/2020,23:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/07/2020,03:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/07/2020,07:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/07/2020,11:00:00,REGULAR,0000000470,0000000000                                              
B020,R263,00-06-02,AVENUE H,BQ,BMT,02/07/2020,15:00:00,REGULAR,0000000470,0000000000                                              
